ID,Age,Acceleration,Aggression,Agility,Balance,BallControl,Composure,Crossing,Dribbling,Finishing,Tackle,Overall
3147,27,83,70,93,85,78,71,62,78,73,,73
3154,30,87,49,91,88,76,68,63,76,69,,73
3158,23,76,67,71,61,72,70,58,73,74,,73
3160,25,93,52,92,87,70,70,60,74,68,,73
3161,24,44,71,64,41,73,78,42,62,77,,73
3163,26,81,47,77,77,75,61,64,73,72,,73
3172,24,67,79,64,58,70,65,56,70,72,,73
3180,24,79,53,78,65,64,71,63,70,76,,73
3183,23,91,32,80,92,76,63,65,81,73,,73
3192,24,68,71,49,69,70,71,42,67,73,,73
3201,22,67,64,58,54,68,66,35,66,75,,73
3202,21,85,47,85,78,76,67,64,77,66,,73
3204,23,87,57,90,63,78,73,50,80,72,,73
3208,29,71,66,61,62,69,69,50,70,74,,73
3246,26,65,57,66,57,71,66,55,68,74,,73
3249,26,75,83,77,75,69,69,52,67,75,,73
3257,33,79,48,82,89,77,73,69,74,65,,73
3265,23,68,78,68,67,68,71,33,70,77,,73
3266,26,82,61,82,87,73,67,68,77,65,,73
3268,33,58,58,59,53,74,73,57,70,75,,73
3271,26,73,67,73,65,73,68,53,69,73,,73
3274,34,54,69,61,58,69,70,47,66,76,,73
3283,30,70,61,74,66,72,74,55,71,73,,73
3287,28,77,40,79,70,72,50,63,70,73,,73
3292,25,78,73,83,76,72,76,66,73,70,,73
3294,30,76,54,71,57,71,74,43,71,74,,73
3298,27,65,43,62,52,71,62,43,59,73,,72
3301,25,82,40,88,87,72,70,66,75,70,,72
3302,28,73,74,69,68,72,63,67,72,73,,72
3304,23,84,49,76,82,75,63,67,74,70,,72
3308,25,73,59,64,61,67,66,60,63,77,,72
3310,22,75,58,73,65,68,68,54,66,72,,72
3316,27,90,66,79,50,73,64,65,74,62,,72
3328,31,75,60,82,82,74,69,67,75,70,,72
3331,25,70,49,63,65,77,71,60,68,75,,72
3332,34,76,60,73,72,75,76,66,73,72,,72
3333,33,70,28,68,54,74,63,74,72,79,,72
3338,26,71,66,77,66,73,68,66,73,75,,72
3339,22,87,37,89,89,76,68,62,77,66,,72
3340,35,57,68,68,72,70,66,58,61,76,,72
3343,35,58,77,54,75,70,77,50,57,76,,72
3348,23,76,64,76,67,75,52,69,73,72,,72
3351,26,74,50,68,65,75,71,44,73,73,,72
3356,20,87,38,86,83,74,63,62,78,66,,72
3360,29,76,46,77,73,74,70,54,70,75,,72
3366,25,56,56,46,32,64,74,40,58,73,,72
3371,33,74,53,76,68,69,65,55,73,76,,72
3375,20,72,27,74,66,71,62,58,68,78,,72
3379,21,85,62,90,75,72,73,57,73,72,,72
3381,24,90,52,84,84,73,70,64,76,63,,72
3399,32,66,60,78,65,72,63,58,69,75,,72
3404,26,71,53,68,61,75,69,66,73,69,,72
3406,28,66,39,59,43,66,73,48,52,77,,72
3410,27,71,80,66,58,75,67,69,76,73,,72
3412,31,78,72,79,70,70,66,56,71,67,,72
3416,25,85,67,74,74,71,69,66,72,73,,72
3418,20,78,33,75,76,67,64,59,75,77,,72
3421,29,74,47,69,59,69,70,50,66,74,,72
3428,33,76,80,71,62,70,70,59,70,72,,72
3444,24,75,69,76,64,72,62,74,75,71,,72
3448,33,72,33,78,66,80,70,60,80,62,,72
3451,27,69,48,78,86,71,67,75,74,64,,72
3455,19,79,56,73,64,71,69,46,69,72,,72
3456,25,78,36,78,75,76,63,61,76,68,,72
3463,23,76,60,76,74,72,70,72,75,69,,72
3468,36,51,64,77,78,63,71,55,60,77,,72
3479,22,89,38,90,75,78,65,66,77,62,,72
3486,27,69,78,59,59,72,80,60,71,71,,72
3487,34,59,78,64,62,68,70,60,64,73,,72
3488,19,79,66,73,63,73,65,51,74,72,,72
3493,26,75,74,76,63,74,69,68,77,68,,72
3502,30,76,74,75,62,66,69,44,65,71,,72
3504,23,87,60,75,77,68,69,56,68,68,,72
3506,25,57,67,50,50,72,68,56,69,75,,72
3508,33,74,36,73,60,72,70,38,61,74,,72
3509,25,53,46,49,61,77,71,65,76,71,,72
3518,32,60,74,58,56,70,74,61,66,75,,72
3519,35,61,59,62,65,71,66,51,68,73,,72
3535,22,77,34,83,76,73,62,74,78,65,,72
3536,28,67,66,71,76,74,73,58,74,71,,72
3541,34,66,66,68,66,70,72,36,67,75,,72
3555,22,68,60,64,56,72,68,42,68,74,,72
3559,21,72,70,72,69,81,70,57,80,66,,72
3562,26,90,51,87,81,63,71,67,68,73,,72
3563,35,42,40,61,63,75,72,56,53,75,,72
3565,33,75,51,82,66,70,71,60,69,74,,72
3566,31,55,52,71,60,72,67,58,71,73,,72
3568,24,77,60,79,67,76,74,56,79,71,,72
3577,24,78,45,72,63,72,60,56,76,80,,72
3579,22,74,31,72,72,74,62,57,67,73,,72
3603,26,76,59,70,70,72,68,67,70,70,,72
3617,35,51,72,50,58,73,69,60,61,72,,72
3620,24,63,69,57,53,70,65,62,67,74,,72
3622,23,76,65,67,58,75,65,74,75,70,,72
3623,28,79,63,82,73,72,61,58,74,72,,72
3629,29,33,58,45,30,67,70,34,63,77,,72
3639,31,55,70,55,58,73,60,49,62,71,,72
3646,29,82,33,71,71,75,66,55,73,66,,72
3650,25,70,80,73,64,71,73,56,73,74,,72
3659,25,75,75,72,58,75,66,67,73,68,,72
3665,33,63,82,67,75,68,72,58,65,73,,72
3673,25,65,83,70,51,75,73,68,72,71,,72
3678,25,88,42,81,81,74,73,72,71,68,,72
3686,26,66,56,59,51,69,62,50,63,73,,72
3687,22,66,54,71,75,69,62,50,65,71,,72
3700,33,87,45,92,88,75,70,73,74,73,,72
3702,22,66,74,65,61,71,63,40,68,74,,72
3706,25,81,53,63,68,74,64,72,75,72,,72
3707,30,67,69,70,66,68,69,57,65,73,,72
3715,35,67,65,75,75,72,70,49,67,73,,72
3721,25,82,40,88,87,72,70,66,75,70,,72
3722,30,68,43,72,59,72,73,45,59,71,,72
3724,24,84,74,69,58,69,66,51,68,71,,72
3726,28,69,74,75,66,73,72,65,74,69,,72
3730,29,33,58,45,30,67,70,34,63,77,,72
3732,25,73,59,64,61,67,66,60,63,77,,72
3745,29,82,33,71,71,75,66,55,73,66,,72
3747,25,70,49,63,65,77,71,60,68,75,,72
3750,22,43,58,66,34,80,69,42,76,76,,72
3754,30,64,56,74,65,74,74,55,64,72,,72
3767,24,86,32,81,75,71,70,41,69,73,,72
3778,23,62,76,59,50,71,65,27,69,76,,72
3780,28,58,73,68,70,74,70,43,67,75,,72
3788,24,72,62,75,64,75,70,69,74,70,,72
3791,20,79,32,76,74,72,53,65,75,78,,72
3800,28,77,44,75,74,71,58,57,70,69,,72
3804,26,84,46,75,72,71,69,66,77,72,,72
3809,28,67,79,58,66,63,70,42,65,75,,72
3810,27,66,67,68,64,71,67,56,70,75,,72
3818,27,78,66,79,62,76,67,66,78,68,,72
3823,27,85,67,82,81,73,68,61,71,73,,72
3827,30,79,50,90,77,74,76,56,69,75,,72
3831,22,77,33,85,76,76,68,48,74,75,,72
3838,29,74,47,69,59,69,70,50,66,74,,72
3843,27,74,53,66,58,68,70,53,67,72,,72
3845,23,79,43,76,68,74,49,62,72,72,,72
3851,28,52,83,33,43,68,65,29,62,75,,72
3853,20,77,58,84,82,76,68,58,77,68,,72
3864,25,72,54,72,65,72,69,51,65,75,,72
3877,30,72,61,75,63,74,72,62,71,74,,72
3879,25,76,60,68,67,73,69,70,76,65,,72
3885,32,65,59,74,60,75,69,47,69,70,,72
3891,33,67,63,71,62,69,72,55,63,73,,72
3892,21,90,75,76,63,74,64,62,75,68,,72
3905,26,91,73,77,78,69,65,68,74,59,,72
3916,30,54,56,67,69,76,66,36,64,75,,72
3923,30,76,62,82,76,75,62,56,74,76,,72
3944,35,65,68,74,80,70,69,50,69,75,,72
3955,28,79,82,70,65,66,67,51,66,71,,72
3958,29,63,67,62,51,66,73,53,63,72,,72
3971,29,81,44,79,71,68,69,67,74,67,,72
3972,25,88,42,81,81,74,73,72,71,68,,72
3974,30,53,74,64,56,73,65,45,63,72,,72
3980,27,75,68,70,64,69,67,68,70,73,,72
3983,31,75,52,76,72,74,73,67,77,73,,72
4002,33,87,45,92,88,75,70,73,74,73,,72
4004,28,76,55,82,77,74,72,70,77,75,,72
4005,23,75,35,73,69,68,63,67,70,76,,72
4034,30,67,62,61,57,74,68,44,65,77,,71
4040,27,63,71,65,59,68,65,55,65,71,,71
4050,28,86,39,80,75,75,72,61,73,73,,71
4056,23,88,63,79,88,71,68,64,72,68,,71
4069,21,72,50,50,71,69,48,41,64,73,,71
4070,23,71,66,69,62,72,71,64,71,72,,71
4071,26,58,69,66,60,74,72,29,66,72,,71
4073,24,86,46,83,83,71,66,63,72,71,,71
4080,24,83,50,67,66,70,59,66,72,71,,71
4082,32,63,60,70,70,67,65,48,63,76,,71
4083,28,74,59,62,61,66,68,45,69,71,,71
4084,24,85,56,84,83,69,63,64,74,69,,71
4085,27,58,23,55,65,73,70,60,72,74,,71
4094,25,68,41,75,65,73,73,62,69,70,,71
4109,30,75,22,85,65,71,64,61,73,68,,71
4112,32,74,34,79,64,72,72,56,70,72,,71
4115,27,74,73,83,83,79,72,69,76,69,,71
4117,24,76,54,72,67,66,59,66,65,76,,71
4122,28,64,49,69,49,68,63,30,63,73,,71
4124,32,75,63,80,65,71,64,65,73,69,,71
4129,26,83,71,79,71,65,64,67,70,69,,71
4144,32,54,77,69,76,71,81,64,65,66,,71
4153,29,81,67,81,79,70,63,47,74,70,,71
4159,21,66,58,69,63,72,60,52,68,70,,71
4160,24,78,79,79,50,70,71,45,73,69,,71
4165,24,80,58,83,77,68,68,68,73,69,,71
4171,26,67,60,76,69,73,64,72,74,72,,71
4178,24,79,40,85,87,73,68,68,73,72,,71
4186,28,66,48,60,61,70,72,39,64,77,,71
4194,21,88,64,86,87,71,71,63,75,67,,71
4196,26,84,43,88,80,69,70,65,71,71,,71
4201,29,71,73,63,67,67,69,61,63,72,,71
4206,21,85,62,80,79,72,64,64,75,70,,71
4207,30,77,49,78,78,71,61,68,75,71,,71
4216,33,94,66,80,74,60,70,72,65,66,,71
4222,24,67,46,58,37,70,69,44,66,73,,71
4224,28,78,83,77,53,68,69,55,65,71,,71
4238,20,84,39,84,79,70,48,63,74,73,,71
4245,29,76,74,82,84,72,62,62,72,73,,71
4253,26,62,54,71,60,64,67,45,64,75,,71
4254,25,91,46,71,67,68,77,48,70,75,,71
4260,29,75,61,78,65,68,72,56,65,64,,71
4261,30,74,47,64,75,65,59,59,70,71,,71
4263,29,85,64,79,63,66,70,67,70,72,,71
4264,29,67,57,74,78,75,77,62,76,67,,71
4282,35,69,80,71,74,68,66,68,65,72,,71
4287,26,69,47,37,38,63,55,57,64,75,,71
4313,26,68,69,74,66,71,72,54,74,69,,71
4336,38,67,44,65,63,67,72,69,67,70,,71
4341,22,84,40,80,79,73,59,65,74,71,,71
4342,35,39,66,63,61,65,78,61,62,74,,71
4349,25,76,65,76,67,70,53,58,68,71,,71
4352,29,69,66,72,49,70,64,40,71,74,,71
4361,27,68,51,62,73,63,72,35,62,76,,71
4365,29,78,71,76,79,69,67,64,71,73,,71
4368,26,76,58,69,60,74,77,60,76,69,,71
4377,25,75,49,71,55,66,61,42,72,73,,71
4379,31,65,57,70,66,73,73,68,71,67,,71
4393,26,75,28,69,52,72,57,62,74,67,,71
4395,24,65,61,72,65,70,65,62,65,70,,71
4396,21,74,34,72,78,78,62,62,75,66,,71
4397,29,65,77,69,70,71,71,59,69,70,,71
4405,23,55,69,58,56,66,55,64,71,73,,71
4407,32,53,64,50,42,73,77,54,67,69,,71
4409,29,83,50,82,74,69,75,33,63,72,,71
4424,32,72,67,91,77,72,73,62,72,71,,71
4425,26,70,73,70,69,65,70,43,68,76,,71
4431,25,76,53,73,46,72,65,57,68,70,,71
4435,30,85,71,74,78,69,72,66,72,64,,71
4437,24,79,72,77,73,69,64,75,70,68,,71
4445,29,64,57,80,64,74,60,60,66,62,,71
4446,26,74,54,74,60,72,56,64,73,68,,71
4448,30,53,70,53,47,64,67,36,64,74,,71
4449,25,67,35,71,72,71,66,52,65,73,,71
4461,24,71,70,83,74,65,69,65,67,72,,71
4462,25,84,78,85,70,68,73,60,72,67,,71
4464,28,83,45,75,78,70,70,51,70,72,,71
4473,20,79,61,78,77,74,61,45,76,74,,71
4474,33,86,42,93,88,75,79,40,73,71,,71
4475,26,67,79,58,58,66,69,52,65,72,,71
4486,29,60,79,46,43,65,66,40,62,73,,71
4504,27,80,53,82,72,72,66,43,71,70,,71
4514,33,66,60,67,57,75,71,57,74,71,,71
4525,25,46,71,65,45,69,65,46,64,70,,71
4538,32,72,72,74,56,68,65,56,70,66,,71
4547,20,79,56,81,75,73,60,69,75,64,,71
4548,33,70,43,73,65,68,79,54,62,73,,71
4551,31,72,59,67,67,68,71,59,67,74,,71
4555,35,37,50,78,78,70,67,53,70,72,,71
4558,30,71,43,63,68,77,65,65,72,75,,71
4563,33,67,38,61,59,62,60,54,61,77,,71
4569,24,76,42,75,59,73,63,67,76,69,,71
4578,26,90,41,84,81,71,44,69,77,63,,71
4582,28,71,52,72,55,69,68,43,72,71,,71
4585,22,72,70,71,61,71,61,63,73,71,,71
4590,28,70,56,73,76,69,67,68,69,72,,71
4615,26,91,70,84,73,74,69,57,78,62,,71
4617,21,62,54,76,57,72,66,54,71,71,,71
4618,29,66,80,63,68,67,68,55,66,68,,71
4620,32,83,78,77,65,74,70,67,75,66,,71
4636,23,86,43,79,74,69,61,61,77,64,,71
4638,23,62,58,50,32,69,67,56,64,70,,71
4651,27,78,87,75,66,74,65,39,73,72,,71
4654,32,67,85,69,68,66,73,58,65,72,,71
4663,28,39,72,47,32,67,67,51,60,73,,71
4671,24,74,68,74,72,68,64,63,70,71,,71
4675,25,83,30,73,73,72,66,56,67,75,,71
4676,29,91,51,90,75,71,57,65,73,62,,71
4682,29,71,45,60,55,66,68,40,59,76,,71
4686,34,55,65,65,62,72,70,53,68,73,,71
4697,29,73,69,75,75,68,60,60,67,72,,71
4698,30,65,72,67,42,70,71,32,67,71,,71
4704,29,70,74,77,61,66,70,53,70,68,,71
4705,26,61,59,58,70,74,68,61,69,73,,71
4724,31,73,75,72,66,71,67,68,71,73,,71
4726,33,66,60,67,57,75,71,57,74,71,,71
4738,28,77,73,73,60,68,67,68,72,69,,71
4754,27,32,78,33,34,66,70,37,49,61,,71
4766,30,82,54,75,62,67,68,59,65,70,,71
4776,24,68,61,73,61,68,60,29,68,75,,71
4787,25,90,65,91,89,68,70,62,74,66,,71
4788,25,69,48,48,45,60,62,29,63,67,,71
4789,35,78,64,66,75,61,74,64,62,75,,71
4790,22,92,71,89,84,71,74,64,73,70,,71
4791,25,74,72,72,76,70,60,52,66,69,,71
4799,27,84,77,80,77,74,66,66,72,66,,71
4810,22,89,79,78,73,63,60,49,63,68,,71
4822,28,76,45,82,68,72,65,68,72,76,,71
4828,28,80,79,68,58,71,64,38,66,73,,71
4840,27,90,48,91,80,73,64,70,72,60,,71
4844,25,85,63,76,52,63,61,59,74,68,,71
4845,29,66,56,60,54,62,60,40,66,74,,71
4846,25,81,53,63,68,74,64,72,75,72,,71
4850,33,86,42,93,88,75,79,40,73,71,,71
4858,26,79,58,77,80,68,66,56,70,70,,70
4863,29,76,43,82,84,69,73,54,67,74,,70
4867,19,76,34,73,69,76,64,54,73,70,,70
4870,30,66,61,48,43,66,73,42,57,75,,70
4882,31,54,33,74,66,67,70,58,63,74,,70
4893,25,88,68,82,74,70,77,53,75,68,,70
4903,29,51,54,40,32,66,70,33,58,73,,70
4907,23,88,36,87,91,79,60,66,76,73,,70
4909,33,47,81,41,39,63,76,51,52,69,,70
4916,21,63,35,62,68,69,62,47,67,78,,70
4936,30,67,56,72,59,67,70,42,70,72,,70
4940,21,65,64,55,58,68,59,35,64,69,,70
4944,29,63,52,71,56,69,70,40,59,71,,70
4950,25,63,74,64,48,65,61,48,67,71,,70
4951,23,76,46,73,70,67,72,51,68,69,,70
4960,29,76,94,74,76,67,67,49,64,69,,70
4975,31,45,54,30,36,69,60,41,63,72,,70
4978,27,52,74,53,56,67,68,58,66,69,,70
4983,28,79,47,81,83,73,67,48,69,70,,70
4986,23,82,61,77,73,67,63,49,74,70,,70
5000,25,88,75,79,73,71,69,62,72,64,,70
5004,26,77,62,67,64,66,74,62,64,68,,70
5007,28,73,53,78,74,69,65,59,66,72,,70
5010,32,69,65,66,64,66,54,64,64,68,,70
5011,20,90,66,80,74,72,62,49,71,73,,70
5013,28,88,49,84,83,64,60,65,66,74,,70
5015,26,88,62,84,88,69,67,56,73,67,,70
5028,24,72,59,69,77,68,57,44,69,67,,70
5036,26,62,36,67,59,77,67,39,70,71,,70
5041,21,91,58,85,93,77,64,64,75,50,,70
5051,22,73,52,69,62,65,75,44,67,74,,70
5053,30,81,65,75,76,67,62,68,72,68,,70
5056,32,71,48,73,61,67,64,65,69,70,,70
5058,28,53,81,46,37,54,74,38,51,76,,70
5066,30,66,55,73,53,66,67,35,57,72,,70
5069,26,86,47,76,66,74,63,68,76,67,,70
5072,26,68,55,71,62,71,70,59,70,71,,70
5074,21,63,46,56,58,62,62,36,64,68,,70
5075,34,52,72,61,66,70,56,52,65,61,,70
5076,34,60,63,64,56,65,71,51,62,72,,70
5077,28,55,52,44,33,67,66,50,65,72,,70
5088,33,80,49,74,66,69,65,59,68,75,,70
5091,22,78,34,91,92,70,71,67,71,67,,70
5109,21,89,60,86,78,76,70,64,78,65,,70
5111,19,89,55,95,93,80,54,59,86,65,,70
5129,24,80,46,80,72,72,68,43,69,69,,70
5134,27,78,67,74,67,68,70,68,73,68,,70
5144,21,78,47,80,57,69,63,71,73,66,,70
5156,28,67,65,68,66,68,79,64,70,66,,70
5157,33,61,80,72,60,68,76,47,64,67,,70
5159,29,71,45,83,81,71,62,71,77,61,,70
5163,33,77,77,78,68,50,74,55,58,78,,70
5168,19,67,61,72,62,71,65,34,69,68,,70
5174,25,71,62,68,66,70,70,66,72,68,,70
5175,26,73,43,79,70,70,67,68,73,70,,70
5179,33,67,78,66,71,71,62,69,69,65,,70
5180,20,85,59,67,66,69,64,63,73,67,,70
5182,28,65,62,58,47,62,62,29,52,73,,70
5185,22,71,70,72,58,68,69,31,67,70,,70
5193,30,69,54,61,67,75,61,46,71,70,,70
5195,28,67,51,68,60,71,65,41,66,71,,70
5201,24,74,56,72,66,76,60,58,72,68,,70
5202,26,84,46,85,63,70,63,68,71,72,,70
5204,24,75,25,90,83,75,76,67,82,74,,70
5211,29,92,32,83,80,66,62,63,68,73,,70
5215,29,77,41,79,72,60,69,55,57,76,,70
5216,22,79,57,78,77,75,64,62,76,74,,70
5220,25,81,54,81,76,70,61,67,73,69,,70
5221,23,78,35,76,66,75,67,72,74,69,,70
5228,27,77,63,71,76,70,65,55,71,72,,70
5229,27,89,75,72,85,72,68,58,71,72,,70
5232,22,72,70,72,61,72,73,65,69,71,,70
5236,25,75,66,67,64,66,64,30,61,71,,70
5239,33,81,44,62,84,73,67,58,71,77,,70
5242,23,81,53,87,85,73,62,65,76,63,,70
5243,22,84,43,76,84,71,64,65,76,67,,70
5248,30,72,55,77,74,69,60,51,67,68,,70
5264,21,89,59,77,80,67,72,64,72,69,,70
5267,34,85,56,92,91,72,71,60,68,65,,70
5274,29,61,41,65,61,71,61,58,72,66,,70
5275,27,79,75,74,71,64,58,51,60,64,,70
5281,25,74,65,73,73,71,64,56,70,73,,70
5287,30,50,28,61,35,70,74,38,62,68,,70
5295,27,91,40,77,77,66,60,62,68,69,,70
5303,34,53,67,70,74,68,66,62,66,69,,70
5315,27,73,57,87,65,68,67,60,67,65,,70
5331,29,71,45,83,81,71,62,71,77,61,,70
5342,20,65,53,61,65,69,68,34,68,68,,70
5347,19,77,64,72,68,70,68,46,74,67,,70
5349,32,70,72,72,75,74,65,66,75,68,,70
5361,29,73,66,64,60,66,66,30,64,68,,70
5364,28,88,71,71,62,67,60,69,64,66,,70
5369,37,56,62,68,63,70,63,66,64,70,,70
5371,21,76,62,68,55,61,59,63,70,69,,70
5373,30,80,77,75,79,65,66,63,73,70,,70
5374,27,76,57,70,67,72,57,56,66,70,,70
5377,23,74,75,74,51,68,74,55,68,68,,70
5383,21,80,44,68,74,69,55,60,71,66,,70
5386,33,81,44,62,84,73,67,58,71,77,,70
5387,31,62,62,64,59,67,66,60,63,72,,70
5396,29,64,79,70,72,67,67,54,61,72,,70
5397,31,35,68,40,52,65,66,46,63,71,,70
5398,37,74,72,70,68,68,82,64,66,70,,70
5401,24,73,61,76,52,74,70,69,75,68,,70
5402,33,65,62,61,57,66,67,42,62,75,,70
5413,21,76,53,58,46,70,71,50,66,67,,70
5414,29,61,41,65,61,71,61,58,72,66,,70
5419,22,71,54,66,71,74,63,56,72,62,,70
5430,29,68,55,73,69,72,73,69,73,70,,70
5434,30,91,64,77,69,65,75,64,71,65,,70
5436,28,69,54,69,57,63,59,39,59,72,,70
5453,25,67,54,63,44,68,61,32,67,71,,70
5464,22,85,36,80,70,67,68,53,65,71,,70
5466,22,77,56,73,74,67,63,44,69,71,,70
5471,36,48,31,69,69,70,67,75,67,64,,70
5472,25,52,55,58,42,69,68,41,65,75,,70
5480,22,74,50,76,70,68,60,51,68,74,,70
5485,24,58,42,55,71,68,74,50,62,75,,70
5491,25,63,41,76,79,70,67,66,72,67,,70
5500,25,78,38,78,73,67,65,57,69,74,,70
5507,24,91,62,83,92,70,67,62,75,66,,70
5508,24,78,58,78,67,74,65,65,76,65,,70
5512,26,84,47,83,92,70,59,67,70,65,,70
5529,20,68,76,45,38,67,68,41,64,70,,70
5531,25,77,88,61,62,66,60,53,66,70,,70
5534,30,76,40,77,59,64,62,53,63,67,,70
5538,32,72,65,73,69,68,68,49,62,71,,70
5546,29,63,70,68,70,69,67,62,67,68,,70
5555,23,75,56,70,53,73,67,58,69,73,,70
5564,34,59,86,61,67,68,77,57,67,70,,70
5565,28,60,61,59,66,71,64,51,67,66,,70
5567,28,65,52,70,66,73,77,63,72,72,,70
5569,31,43,69,33,32,68,64,54,63,74,,70
5570,31,62,52,73,71,67,75,63,65,67,,70
5577,26,79,41,74,70,63,64,33,66,75,,70
5582,25,78,54,79,72,71,70,69,73,67,,70
5588,21,68,40,71,73,70,66,59,64,73,,70
5594,32,51,71,46,34,58,66,32,61,74,,70
5600,29,68,70,71,66,72,67,76,70,69,,70
5604,28,84,56,82,76,68,68,67,72,66,,70
5606,29,73,69,65,66,67,60,57,71,70,,70
5611,37,64,88,66,80,68,72,44,65,73,,70
5621,33,65,62,61,57,66,67,42,62,75,,70
5623,27,77,46,81,75,70,66,62,71,61,,70
5626,28,79,49,78,80,71,65,64,73,70,,70
5628,28,66,81,62,51,69,65,62,68,66,,70
5638,26,78,31,79,83,67,71,42,64,71,,70
5646,26,79,43,82,66,70,66,56,69,70,,70
5647,33,77,68,83,84,70,73,68,68,69,,70
5648,28,77,65,78,75,69,67,59,69,68,,70
5671,27,81,74,90,77,77,58,56,65,67,,70
5678,31,88,70,76,55,68,67,58,72,68,,70
5682,21,69,39,73,79,76,63,71,75,77,,70
5683,25,66,58,57,54,68,66,38,61,68,,70
5688,31,67,71,70,73,68,70,47,65,74,,70
5698,25,79,53,76,64,80,61,55,81,68,,70
5708,19,74,52,70,63,74,70,63,72,67,,70
5713,31,56,72,65,68,73,63,59,71,68,,70
5737,26,64,60,58,36,73,60,58,70,67,,70
5740,21,69,65,63,59,63,63,36,58,70,,70
5746,21,66,72,53,31,67,61,54,65,69,,70
5756,22,73,55,70,72,62,63,39,63,72,,70
5757,25,74,54,62,60,70,60,59,69,66,,69
5758,23,69,60,71,73,60,65,56,68,69,,69
5763,26,85,57,75,70,69,69,58,69,69,,69
5766,27,81,48,60,51,67,64,39,65,70,,69
5774,23,51,77,57,46,64,70,62,60,72,,69
5779,22,75,68,64,69,67,57,44,68,69,,69
5783,21,75,35,78,81,74,59,65,75,73,,69
5784,25,82,51,70,67,76,72,60,75,50,,69
5790,29,86,77,85,73,64,70,54,69,74,,69
5812,31,49,66,36,32,66,73,31,57,70,,69
5816,24,45,67,46,34,67,71,28,58,65,,69
5817,25,87,52,77,81,73,62,63,74,66,,69
5820,29,61,67,64,48,68,53,56,65,73,,69
5822,19,71,47,66,48,64,66,30,60,68,,69
5823,28,68,81,66,64,63,61,45,57,67,,69
5824,26,76,54,72,68,65,63,63,66,68,,69
5830,23,62,58,59,67,69,65,39,68,69,,69
5832,29,60,43,67,57,73,72,57,67,73,,69
5843,25,60,66,61,49,68,70,36,60,69,,69
5848,24,83,50,66,66,69,61,58,67,71,,69
5851,23,92,54,79,74,68,64,48,72,68,,69
5860,27,90,38,92,92,70,63,66,72,65,,69
5872,26,79,66,78,63,62,66,71,67,70,,69
5877,25,69,36,73,65,69,68,45,70,69,,69
5878,23,73,43,72,73,68,65,64,70,68,,69
5886,24,90,68,85,86,66,63,62,72,67,,69
5893,31,73,48,72,65,66,77,63,73,73,,69
5904,29,85,48,84,84,67,60,54,71,70,,69
5905,22,77,39,87,90,65,65,58,74,70,,69
5907,29,80,75,89,77,59,65,56,67,71,,69
5912,30,87,65,81,78,64,68,75,65,58,,69
5920,28,61,75,65,67,70,69,60,66,69,,69
5930,25,82,65,84,80,68,60,68,69,56,,69
5931,30,75,68,70,71,68,64,45,69,74,,69
5935,29,77,83,75,71,64,70,72,66,67,,69
5937,34,62,84,65,64,66,68,45,60,69,,69
5938,29,58,70,69,67,65,63,47,64,68,,69
5939,27,63,60,32,42,64,64,41,48,74,,69
5946,32,37,73,33,53,65,73,35,50,72,,69
5948,23,76,69,73,65,68,61,59,68,66,,69
5949,24,52,58,54,58,72,65,32,67,70,,69
5951,20,68,42,71,55,71,60,74,68,71,,69
5952,25,74,78,73,68,66,64,63,65,64,,69
5960,30,57,49,67,70,73,59,75,71,65,,69
5968,20,81,68,69,69,65,62,33,62,67,,69
5971,26,79,59,73,73,75,73,62,72,70,,69
5983,31,66,63,72,72,75,69,64,69,67,,69
5985,29,70,46,67,56,72,69,56,64,72,,69
5988,25,79,48,71,67,74,65,53,73,74,,69
5993,32,49,73,53,54,66,68,46,60,68,,69
5994,23,85,65,80,50,69,65,58,70,69,,69
5995,24,74,39,72,69,72,59,68,71,69,,69
5997,30,73,59,75,77,66,77,65,72,65,,69
6000,19,65,34,65,70,76,50,62,73,71,,69
6013,21,55,38,56,55,74,60,26,66,71,,69
6022,27,84,50,77,72,68,61,66,69,59,,69
6030,30,60,73,62,65,58,73,48,50,76,,69
6033,25,75,50,71,73,63,69,31,64,72,,69
6036,27,85,56,91,72,69,60,62,70,63,,69
6045,29,76,51,68,71,70,65,43,67,70,,69
6052,21,64,57,66,51,70,66,50,67,70,,69
6054,26,84,68,82,84,66,51,61,70,67,,69
6058,18,78,31,57,60,70,59,58,74,69,,69
6066,28,92,57,84,66,62,65,60,70,61,,69
6080,26,61,59,67,63,60,65,42,58,73,,69
6083,21,74,85,57,60,67,56,34,66,73,,69
6092,33,72,74,61,61,67,70,56,64,71,,69
6097,26,64,48,62,49,70,65,40,68,70,,69
6121,20,79,63,76,78,67,63,44,70,66,,69
6122,23,76,42,73,79,73,59,63,76,70,,69
6125,24,80,40,81,66,70,56,65,68,61,,69
6132,23,90,84,84,91,75,65,55,71,57,,69
6156,23,65,29,62,67,63,53,34,61,75,,69
6159,23,65,66,58,55,70,53,43,67,71,,69
6165,31,65,70,63,50,68,60,65,64,66,,69
6179,23,80,64,73,63,66,68,60,71,67,,69
6180,30,75,80,69,51,70,50,64,72,70,,69
6185,34,54,65,76,79,72,68,72,67,70,,69
6187,25,91,53,92,94,70,76,56,69,70,,69
6188,25,67,36,65,60,64,69,48,59,72,,69
6193,24,71,59,91,78,68,54,49,67,70,,69
6194,27,81,37,78,77,66,67,53,64,68,,69
